id,name
406,Budew
407,Roserade
408,Cranidos
409,Rampardos
410,Shieldon
411,Bastiodon
412,Burmy
413,Wormadam
414,Mothim
415,Combee
416,Vespiquen
417,Pachirisu
418,Buizel
419,Floatzel
420,Cherubi
421,Cherrim
422,Shellos
423,Gastrodon
424,Ambipom
425,Drifloon
426,Drifblim
427,Buneary
428,Lopunny
429,Mismagius
430,Honchkrow
431,Glameow
432,Purugly
433,Chingling
434,Stunky
435,Skuntank
436,Bronzor
437,Bronzong
438,Bonsly
439,Mime Jr
440,Happiny
441,Chatot
442,Spiritomb
443,Gible
444,Gabite
445,Garchomp
446,Munchlax
447,Riolu
448,Lucario
449,Hippopotas
450,Hippowdon
451,Skorupi
452,Drapion
453,Croagunk
454,Toxicroak
455,Carnivine
456,Finneon
457,Lumineon
458,Mantyke
459,Snover
460,Abomasnow
461,Weavile
462,Magnezone
463,Lickilicky
464,Rhyperior
465,Tangrowth
466,Electivire
467,Magmortar
468,Togekiss
469,Yanmega
470,Leafeon
471,Glaceon
472,Gliscor
473,Mamoswine
474,Porygon Z
475,Gallade
476,Probopass
477,Dusknoir
478,Froslass
479,Rotom
480,Uxie
481,Mesprit
482,Azelf
483,Dialga
484,Palkia
485,Heatran
486,Regigigas
487,Giratina
488,Cresselia
489,Phione
490,Manaphy
491,Darkrai
492,Shaymin
493,Arceus
494,Egg
495,Bad Egg
496,Deoxys Attack
497,Deoxys Defense
498,Deoxys Speed
499,Wormadam Sandy
500,Wormadam Trashy
501,Giratina Origin
502,Shaymin Sky
503,Rotom Heat
504,Rotom Wash
505,Rotom Frost
506,Rotom Fan
507,Rotom Mow
508,508
509,509
510,510
511,511
512,512
513,513
514,514
515,515
516,516
517,517
518,518
519,519
520,520
521,521
522,522
523,523
524,524
525,525
526,526
527,527
528,528
529,529
530,530
531,531
532,532
533,533
534,534
535,535
536,536
537,537
538,538
539,539
540,540
541,541
542,542
543,543
544,Victini
545,Snivy
546,Servine
547,Serperior
548,Tepig
549,Pignite
550,Emboar
551,Oshawott
552,Dewott
553,Samurott
554,Patrat
555,Watchog
556,Lillipup
557,Herdier
558,Stoutland
559,Purrloin
560,Liepard
561,Pansage
562,Simisage
563,Pansear
564,Simisear
565,Panpour
566,Simipour
567,Munna
568,Musharna
569,Pidove
570,Tranquill
571,Unfezant
572,Blitzle
573,Zebstrika
574,Roggenrola
575,Boldore
576,Gigalith
577,Woobat
578,Swoobat
579,Drilbur
580,Excadrill
581,Audino
582,Timburr
583,Gurdurr
584,Conkeldurr
585,Tympole
586,Palpitoad
587,Seismitoad
588,Throh
589,Sawk
590,Sewaddle
591,Swadloon
592,Leavanny
593,Venipede
594,Whirlipede
595,Scolipede
596,Cottonee
597,Whimsicott
598,Petilil
599,Lilligant
600,Basculin
601,Sandile
602,Krokorok
603,Krookodile
604,Darumaka
605,Darmanitan
606,Maractus
607,Dwebble
608,Crustle
609,Scraggy
610,Scrafty
611,Sigilyph
612,Yamask
613,Cofagrigus
614,Tirtouga
615,Carracosta
616,Archen
617,Archeops
618,Trubbish
619,Garbodor
620,Zorua
621,Zoroark
622,Minccino
623,Cinccino
624,Gothita
625,Gothorita
626,Gothitelle
627,Solosis
628,Duosion
629,Reuniclus
630,Ducklett
631,Swanna
632,Vanillite
633,Vanillish
634,Vanilluxe
635,Deerling
636,Sawsbuck
637,Emolga
638,Karrablast
639,Escavalier
640,Foongus
641,Amoonguss
642,Frillish
643,Jellicent
644,Alomomola
645,Joltik
646,Galvantula
647,Ferroseed
648,Ferrothorn
649,Klink
650,Klang
651,Klinklang
652,Tynamo
653,Eelektrik
654,Eelektross
655,Elgyem
656,Beheeyem
657,Litwick
658,Lampent
659,Chandelure
660,Axew
661,Fraxure
662,Haxorus
663,Cubchoo
664,Beartic
665,Cryogonal
666,Shelmet
667,Accelgor
668,Stunfisk
669,Mienfoo
670,Mienshao
671,Druddigon
672,Golett
673,Golurk
674,Pawniard
675,Bisharp
676,Bouffalant
677,Rufflet
678,Braviary
679,Vullaby
680,Mandibuzz
681,Heatmor
682,Durant
683,Deino
684,Zweilous
685,Hydreigon
686,Larvesta
687,Volcarona
688,Cobalion
689,Terrakion
690,Virizion
691,Tornadus
692,Thundurus
693,Reshiram
694,Zekrom
695,Landorus
696,Kyurem
697,Keldeo
698,Meloetta
699,Genesect
700,Chespin
701,Quilladin
702,Chesnaught
703,Fennekin
704,Braixen
705,Delphox
706,Froakie
707,Frogadier
708,Greninja
709,Bunnelby
710,Diggersby
711,Fletchling
712,Fletchinder
713,Talonflame
714,Scatterbug
715,Spewpa
716,Vivillon
717,Litleo
718,Pyroar
719,Flabebe
720,Floette
721,Florges
722,Skiddo
723,Gogoat
724,Pancham
725,Pangoro
726,Furfrou
727,Espurr
728,Meowstic
729,Honedge
730,Doublade
731,Aegislash
732,Spritzee
733,Aromatisse
734,Swirlix
735,Slurpuff
736,Inkay
737,Malamar
738,Binacle
739,Barbaracle
740,Skrelp
741,Dragalge
742,Clauncher
743,Clawitzer
744,Helioptile
745,Heliolisk
746,Tyrunt
747,Tyrantrum
748,Amaura
749,Aurorus
750,Sylveon
751,Hawlucha
752,Dedenne
753,Carbink
754,Goomy
755,Sliggoo
756,Goodra
757,Klefki
758,Phantump
759,Trevenant
760,Pumpkaboo
761,Gourgeist
762,Bergmite
763,Avalugg
764,Noibat
765,Noivern
766,Xerneas
767,Yveltal
768,Zygarde
769,Diancie
770,Hoopa
771,Volcanion
772,Rowlet
773,Dartrix
774,Decidueye
775,Litten
776,Torracat
777,Incineroar
778,Popplio
779,Brionne
780,Primarina
781,Pikipek
782,Trumbeak
783,Toucannon
784,Yungoos
785,Gumshoos
786,Grubbin
787,Charjabug
788,Vikavolt
789,Crabrawler
790,Crabominable
791,Oricorio
792,Cutiefly
793,Ribombee
794,Rockruff
795,Lycanroc
796,Wishiwashi
797,Mareanie
798,Toxapex
799,Mudbray
800,Mudsdale
801,Dewpider
802,Araquanid
803,Fomantis
804,Lurantis
805,Morelull
806,Shiinotic
807,Salandit
808,Salazzle
809,Stufful
810,Bewear
811,Bounsweet
812,Steenee
813,Tsareena
814,Comfey
815,Oranguru
816,Passimian
817,Wimpod
818,Golisopod
819,Sandygast
820,Palossand
821,Pyukumuku
822,Type Null
823,Silvally
824,Minior
825,Komala
826,Turtonator
827,Togedemaru
828,Mimikyu
829,Bruxish
830,Drampa
831,Dhelmise
832,Jangmo O
833,Hakamo O
834,Kommo O
835,Tapu Koko
836,Tapu Lele
837,Tapu Bulu
838,Tapu Fini
839,Cosmog
840,Cosmoem
841,Solgaleo
842,Lunala
843,Nihilego
844,Buzzwole
845,Pheromosa
846,Xurkitree
847,Celesteela
848,Kartana
849,Guzzlord
850,Necrozma
851,Magearna
852,Marshadow
853,Poipole
854,Naganadel
855,Stakataka
856,Blacephalon
857,Zeraora
858,Meltan
859,Melmetal
860,Grookey
861,Thwackey
862,Rillaboom
863,Scorbunny
864,Raboot
865,Cinderace
866,Sobble
867,Drizzile
868,Inteleon
869,Skwovet
870,Greedent
871,Rookidee
872,Corvisquire
873,Corviknight
874,Blipbug
875,Dottler
876,Orbeetle
877,Nickit
878,Thievul
879,Gossifleur
880,Eldegoss
881,Wooloo
882,Dubwool
883,Chewtle
884,Drednaw
885,Yamper
886,Boltund
887,Rolycoly
888,Carkol
889,Coalossal
890,Applin
891,Flapple
892,Appletun
893,Silicobra
894,Sandaconda
895,Cramorant
896,Arrokuda
897,Barraskewda
898,Toxel
899,Toxtricity
900,Sizzlipede
901,Centiskorch
902,Clobbopus
903,Grapploct
904,Sinistea
905,Polteageist
906,Hatenna
907,Hattrem
908,Hatterene
909,Impidimp
910,Morgrem
911,Grimmsnarl
912,Obstagoon
913,Perrserker
914,Cursola
915,Sirfetchd
916,Mr Rime
917,Runerigus
918,Milcery
919,Alcremie
920,Falinks
921,Pincurchin
922,Snom
923,Frosmoth
924,Stonjourner
925,Eiscue
926,Indeedee
927,Morpeko
928,Cufant
929,Copperajah
930,Dracozolt
931,Arctozolt
932,Dracovish
933,Arctovish
934,Duraludon
935,Dreepy
936,Drakloak
937,Dragapult
938,Zacian
939,Zamazenta
940,Eternatus
941,Kubfu
942,Urshifu
943,Zarude
944,Regieleki
945,Regidrago
946,Glastrier
947,Spectrier
948,Calyrex
949,Wyrdeer
950,Kleavor
951,Ursaluna
952,Basculegion
953,Sneasler
954,Overqwil
955,Enamorus
956,Sprigatito
957,Floragato
958,Meowscarada
959,Fuecoco
960,Crocalor
961,Skeledirge
962,Quaxly
963,Quaxwell
964,Quaquaval
965,Lechonk
966,Oinkologne
967,Tarountula
968,Spidops
969,Nymble
970,Lokix
971,Pawmi
972,Pawmo
973,Pawmot
974,Tandemaus
975,Maushold
976,Fidough
977,Dachsbun
978,Smoliv
979,Dolliv
980,Arboliva
981,Squawkabilly
982,Nacli
983,Naclstack
984,Garganacl
985,Charcadet
986,Armarouge
987,Ceruledge
988,Tadbulb
989,Bellibolt
990,Wattrel
991,Kilowattrel
992,Maschiff
993,Mabosstiff
994,Shroodle
995,Grafaiai
996,Bramblin
997,Brambleghast
998,Toedscool
999,Toedscruel
1000,Klawf
1001,Capsakid
1002,Scovillain
1003,Rellor
1004,Rabsca
1005,Flittle
1006,Espathra
1007,Tinkatink
1008,Tinkatuff
1009,Tinkaton
1010,Wiglett
1011,Wugtrio
1012,Bombirdier
1013,Finizen
1014,Palafin
1015,Varoom
1016,Revavroom
1017,Cyclizar
1018,Orthworm
1019,Glimmet
1020,Glimmora
1021,Greavard
1022,Houndstone
1023,Flamigo
1024,Cetoddle
1025,Cetitan
1026,Veluza
1027,Dondozo
1028,Tatsugiri
1029,Annihilape
1030,Clodsire
1031,Farigiraf
1032,Dudunsparce
1033,Kingambit
1034,Great Tusk
1035,Scream Tail
1036,Brute Bonnet
1037,Flutter Mane
1038,Slither Wing
1039,Sandy Shocks
1040,Iron Treads
1041,Iron Bundle
1042,Iron Hands
1043,Iron Jugulis
1044,Iron Moth
1045,Iron Thorns
1046,Frigibax
1047,Arctibax
1048,Baxcalibur
1049,Gimmighoul
1050,Gholdengo
1051,Wo Chien
1052,Chien Pao
1053,Ting Lu
1054,Chi Yu
1055,Roaring Moon
1056,Iron Valiant
1057,Koraidon
1058,Miraidon
1059,Walking Wake
1060,Iron Leaves
1061,Dipplin
1062,Poltchageist
1063,Sinistcha
1064,Okidogi
1065,Munkidori
1066,Fezandipiti
1067,Ogerpon
1068,Archaludon
1069,Hydrapple
1070,Gouging Fire
1071,Raging Bolt
1072,Iron Boulder
1073,Iron Crown
1074,Terapagos
1075,Pecharunt
1126,Rattata (Alolan)
1127,Raticate (Alolan)
1128,Raichu (Alolan)
1129,Sandshrew (Alolan)
1130,Sandslash (Alolan)
1131,Vulpix (Alolan)
1132,Ninetales (Alolan)
1133,Diglett (Alolan)
1134,Dugtrio (Alolan)
1135,Meowth (Alolan)
1136,Persian (Alolan)
1137,Geodude (Alolan)
1138,Graveler (Alolan)
1139,Golem (Alolan)
1140,Grimer (Alolan)
1141,Muk (Alolan)
1142,Exeggutor (Alolan)
1143,Marowak (Alolan)
1156,Meowth (Galarian)
1157,Ponyta (Galarian)
1158,Rapidash (Galarian)
1159,Slowpoke (Galarian)
1160,Slowbro (Galarian)
1161,Farfetchd (Galarian)
1162,Weezing (Galarian)
1163,Mr Mime (Galarian)
1164,Articuno (Galarian)
1165,Zapdos (Galarian)
1166,Moltres (Galarian)
1167,Slowking (Galarian)
1168,Corsola (Galarian)
1169,Zigzagoon (Galarian)
1170,Linoone (Galarian)
1171,Darumaka (Galarian)
1172,Darmanitan (Galarian)
1173,Yamask (Galarian)
1174,Stunfisk (Galarian)
1326,Growlithe (Hisuian)
1327,Arcanine (Hisuian)
1328,Voltorb (Hisuian)
1329,Electrode (Hisuian)
1330,Typhlosion (Hisuian)
1331,Qwilfish (Hisuian)
1332,Sneasel (Hisuian)
1333,Samurott (Hisuian)
1334,Lilligant (Hisuian)
1335,Zorua (Hisuian)
1336,Zoroark (Hisuian)
1337,Braviary (Hisuian)
1338,Sliggoo (Hisuian)
1339,Goodra (Hisuian)
1340,Avalugg (Hisuian)
1341,Decidueye (Hisuian)
